GMID,Name,School,Year,L2PA,L2PM,S2PA,S2PM,A3PA,A3PM
30925,Kendall Griffin,Wright State,2014,1,0,0,0,7,2
30926,Ulysses Thomas,Wright State,2011,0,0,0,0,1,0
30928,Tavares Sledge,Wright State,2011,12,2,14,8,0,0
30928,Tavares Sledge,Wright State,2012,23,4,26,14,5,0
30928,Tavares Sledge,Wright State,2013,4,0,7,2,3,1
30929,D.J. Cole,Youngstown State,2011,3,0,3,2,0,0
30929,D.J. Cole,Youngstown State,2012,22,5,12,5,20,7
30929,D.J. Cole,Youngstown State,2013,16,5,16,9,14,6
30929,D.J. Cole,Youngstown State,2014,17,7,8,2,23,6
30930,Cale Zuiker,Youngstown State,2011,0,0,0,0,0,0
30931,Danny Reese,Youngstown State,2011,0,0,0,0,1,0
30931,Danny Reese,Youngstown State,2012,0,0,0,0,0,0
30932,Chris Morgan,Youngstown State,2011,0,0,1,1,0,0
30933,Kyle Kager,American University,2011,1,0,1,0,0,0
30933,Kyle Kager,American University,2012,8,1,0,0,5,4
30933,Kyle Kager,American University,2013,9,2,18,12,19,3
30934,John Schoof,American University,2011,9,3,1,1,19,5
30934,John Schoof,American University,2012,11,2,11,4,51,25
30934,John Schoof,American University,2013,31,10,9,5,63,27
30934,John Schoof,American University,2014,31,14,31,16,64,22
30935,Steven Kaspar,Bucknell,2011,7,1,10,5,7,0
30935,Steven Kaspar,Bucknell,2012,11,4,12,5,6,3
30935,Steven Kaspar,Bucknell,2013,15,3,33,17,6,0
30935,Steven Kaspar,Bucknell,2014,4,2,27,14,22,8
30936,Joshea Singleton,Bucknell,2011,3,1,4,3,2,0
30936,Joshea Singleton,Bucknell,2012,0,0,1,0,0,0
30936,Joshea Singleton,Bucknell,2013,2,0,8,3,0,0
30936,Joshea Singleton,Bucknell,2014,0,0,0,0,0,0
30936,Joshea Singleton,North Carolina A&T,2015,5,0,9,6,9,3
30937,Cory Starkey,Bucknell,2011,1,1,1,0,0,0
30937,Cory Starkey,Bucknell,2012,2,0,2,0,0,0
30937,Cory Starkey,Bucknell,2013,2,1,12,7,0,0
30937,Cory Starkey,Bucknell,2014,14,3,23,13,0,0
30938,Luke Roh,Colgate,2011,14,4,6,1,0,0
30938,Luke Roh,Colgate,2012,16,4,11,3,0,0
30938,Luke Roh,Colgate,2013,16,7,34,20,0,0
30938,Luke Roh,Colgate,2014,22,7,67,48,0,0
30939,Matt McMullen,Colgate,2011,7,4,1,0,9,3
30939,Matt McMullen,Colgate,2012,11,2,7,4,12,6
30939,Matt McMullen,Colgate,2013,11,2,15,5,20,8
30939,Matt McMullen,Colgate,2014,36,13,25,16,40,22
30940,Clayton Graham,Colgate,2011,0,0,0,0,0,0
30940,Clayton Graham,Colgate,2012,11,2,5,4,0,0
30940,Clayton Graham,Colgate,2013,12,5,14,13,0,0
30941,Jared Accettura,Colgate,2011,0,0,0,0,0,0
30941,Jared Accettura,Colgate,2012,0,0,0,0,1,0
30942,Justin Burrell (2),Holy Cross,2011,23,6,16,4,29,7
30942,Justin Burrell (2),Holy Cross,2012,45,16,17,7,41,15
30942,Justin Burrell (2),Holy Cross,2013,19,12,18,5,45,15
30942,Justin Burrell (2),Holy Cross,2014,18,5,13,4,33,9
30943,Taylor Abt,Holy Cross,2011,4,1,2,2,8,3
30943,Taylor Abt,Holy Cross,2012,5,2,3,3,8,2
30943,Taylor Abt,Holy Cross,2013,3,2,6,4,7,2
30943,Taylor Abt,Holy Cross,2014,1,1,12,9,0,0
30944,Malcolm Miller,Holy Cross,2011,2,1,2,0,9,4
30944,Malcolm Miller,Holy Cross,2012,15,2,9,5,15,5
30944,Malcolm Miller,Holy Cross,2013,46,16,20,10,31,12
30944,Malcolm Miller,Holy Cross,2014,22,4,40,21,37,16
30945,Patrick Kerrigan,Holy Cross,2011,0,0,0,0,0,0
30945,Patrick Kerrigan,Holy Cross,2012,0,0,0,0,0,0
30945,Patrick Kerrigan,Holy Cross,2013,0,0,0,0,0,0
30945,Patrick Kerrigan,Holy Cross,2014,0,0,0,0,1,1
30946,De'Vaughn Reid,Holy Cross,2012,2,1,1,1,2,1
30946,De'Vaughn Reid,Holy Cross,2013,1,0,2,1,4,0
30946,De'Vaughn Reid,Holy Cross,2014,4,0,0,0,3,0
30947,Joey Ptasinski,Lafayette,2011,4,1,1,0,14,5
30947,Joey Ptasinski,Lafayette,2012,17,4,5,3,42,19
30947,Joey Ptasinski,Lafayette,2013,6,2,6,4,52,23
30947,Joey Ptasinski,Lafayette,2014,5,1,9,7,40,15
30948,Seth Hinrichs,Lafayette,2011,15,6,5,3,13,5
30948,Seth Hinrichs,Lafayette,2012,38,18,9,4,37,18
30948,Seth Hinrichs,Lafayette,2013,39,16,6,3,22,7
30948,Seth Hinrichs,Lafayette,2014,35,22,12,8,27,8
30949,Alan Flannigan,Lafayette,2011,2,0,0,0,2,1
30949,Alan Flannigan,Lafayette,2012,14,5,4,2,6,0
30949,Alan Flannigan,Lafayette,2013,14,4,7,3,3,3
30949,Alan Flannigan,Lafayette,2014,3,1,0,0,3,0
30950,Conroy Baltimore,Lehigh,2011,5,0,3,1,0,0
30950,Conroy Baltimore,Lehigh,2012,1,0,2,2,0,0
30950,Conroy Baltimore,Lehigh,2013,2,0,6,3,0,0
30950,Conroy Baltimore,Lehigh,2014,2,0,1,1,0,0
30951,Stefan Cvrkalj,Lehigh,2011,2,1,0,0,10,2
30951,Stefan Cvrkalj,Lehigh,2012,10,4,2,0,21,9
30951,Stefan Cvrkalj,Lehigh,2013,6,1,1,1,13,6
30951,Stefan Cvrkalj,Lehigh,2014,2,0,0,0,8,1
30952,Corey Schaefer,Lehigh,2011,9,3,0,0,11,3
30952,Corey Schaefer,Lehigh,2012,10,3,7,2,13,6
30952,Corey Schaefer,Lehigh,2013,26,13,11,4,22,9
30952,Corey Schaefer,Lehigh,2014,10,4,4,2,18,7
30953,Tyrone Staggers,Lehigh,2011,0,0,0,0,0,0
30953,Tyrone Staggers,Lehigh,2012,0,0,0,0,1,0
30954,Maxwell Lenox,Army,2011,3,1,16,10,10,2
30954,Maxwell Lenox,Army,2012,3,2,6,4,3,1
30954,Maxwell Lenox,Army,2013,0,0,1,1,2,1
30954,Maxwell Lenox,Army,2014,1,0,3,2,0,0
30954,Maxwell Lenox,Army,2015,0,0,0,0,0,0
30955,Mo Williams,Army,2013,5,3,5,1,9,3
30956,Milton Washington,Army,2011,3,2,7,4,1,1
30956,Milton Washington,Army,2014,2,1,2,1,2,0
30957,Chris Gramling,Army,2011,0,0,1,1,1,0
30958,Jalen Harris,Army,2011,1,0,0,0,3,0
30959,Whit Thornton,Army,2011,1,0,3,2,1,0
30960,Sean Billerman,Army,2011,1,0,0,0,2,1
30960,Sean Billerman,Army,2012,1,1,0,0,0,0
30960,Sean Billerman,Army,2014,0,0,0,0,0,0
30961,Michael Felton,Army,2011,0,0,0,0,0,0
30962,Matt Walker,Army,2011,2,1,0,0,0,0
30964,Zach Lord,Army,2012,0,0,0,0,0,0
30967,Kevin Alter,Navy,2011,0,0,2,0,8,1
30967,Kevin Alter,Navy,2012,0,0,1,0,27,9
30967,Kevin Alter,Navy,2013,0,0,0,0,11,2
30967,Kevin Alter,Navy,2014,0,0,0,0,8,2
30969,Earl McLaurin,Navy,2012,1,1,0,0,1,0
30969,Earl McLaurin,Navy,2013,5,0,3,0,8,2
30969,Earl McLaurin,Navy,2014,3,1,0,0,9,4
30970,Chall Montgomery,Navy,2011,0,0,1,1,2,0
30971,Tre McNeil,Navy,2011,0,0,1,1,0,0
30972,Worth Smith,Navy,2011,18,6,15,12,24,7
30972,Worth Smith,Navy,2012,62,25,20,12,26,8
30972,Worth Smith,Navy,2013,49,16,22,12,25,5
30972,Worth Smith,Navy,2014,50,20,10,7,17,10
30973,Jared Smoot,Navy,2011,3,1,1,0,0,0
30973,Jared Smoot,Navy,2012,3,1,3,3,0,0
30974,Donya Jackson,Navy,2011,11,3,11,6,11,5
30974,Donya Jackson,Navy,2012,1,1,2,1,0,0
30975,Brandon Venturini,Navy,2011,10,0,5,1,18,4
30975,Brandon Venturini,Navy,2012,29,5,4,1,65,22
30975,Brandon Venturini,Navy,2013,24,8,11,7,53,12
30975,Brandon Venturini,Navy,2014,21,7,11,7,57,23
30976,Jordan Brickman,Navy,2011,18,2,6,5,36,10
30977,Tanner Gibson,Albany,2011,3,1,0,0,1,0
30978,Peter Hooley,Albany,2011,0,0,0,0,1,0
30978,Peter Hooley,Albany,2012,7,1,34,18,29,8
30978,Peter Hooley,Albany,2013,22,4,31,12,65,26
30978,Peter Hooley,Albany,2014,17,2,15,9,44,18
30978,Peter Hooley,Albany,2015,8,2,36,14,52,11
30979,Chris Page,Albany,2012,3,1,0,0,2,1
30980,Sam Rowley,Albany,2011,4,0,9,7,0,0
30980,Sam Rowley,Albany,2012,23,6,57,34,0,0
30980,Sam Rowley,Albany,2013,33,13,72,42,0,0
30980,Sam Rowley,Albany,2014,44,21,78,38,0,0
30981,Angel Suero,Albany,2011,56,10,28,20,20,11
30983,Byron Brown,Binghamton,2011,1,1,0,0,1,0
30984,Chris Longoria,Binghamton,2011,14,4,10,3,17,6
30984,Chris Longoria,Samford,2013,3,0,5,2,3,0
30985,Omar Richards,Binghamton,2011,27,8,15,8,0,0
30986,Chris Rice,Binghamton,2011,1,0,0,0,4,1
30986,Chris Rice,Binghamton,2012,2,0,1,0,2,0
30986,Chris Rice,Binghamton,2013,0,0,0,0,1,0
30987,Jabrille Williams,Binghamton,2011,6,0,4,4,9,4
30987,Jabrille Williams,Binghamton,2012,2,1,2,1,3,0
30987,Jabrille Williams,Binghamton,2013,0,0,0,0,0,0
30987,Jabrille Williams,Binghamton,2014,2,0,0,0,0,0
30988,Carlyle Francis,Binghamton,2011,4,1,0,0,7,1
30989,Ben Dickinson,Binghamton,2011,80,28,34,20,19,3
30989,Ben Dickinson,Loyola Marymount,2013,25,12,9,3,0,0
30989,Ben Dickinson,UNC Greensboro,2014,4,1,10,5,0,0
30990,Zach Chionuma,Boston University,2011,5,2,6,2,11,5
30990,Zach Chionuma,Boston University,2012,10,3,0,0,14,6
30990,Zach Chionuma,Bryant,2014,2,1,5,1,8,1
30990,Zach Chionuma,Bryant,2015,0,0,1,0,1,1
30991,James Kennedy,Boston University,2011,0,0,3,1,2,0
30991,James Kennedy,Boston University,2012,4,0,3,2,0,0
30992,Wes Cole,Hartford,2011,8,3,3,0,46,14
30992,Wes Cole,Hartford,2012,12,4,3,1,32,13
30992,Wes Cole,Hartford,2013,14,3,5,1,59,28
30992,Wes Cole,Hartford,2014,10,2,5,3,28,6
30993,Dustin Clarke,Hartford,2011,0,0,0,0,1,0
30993,Dustin Clarke,Appalachian State,2013,0,0,0,0,0,0
30993,Dustin Clarke,Appalachian State,2014,15,4,5,4,26,3
30993,Dustin Clarke,Appalachian State,2015,1,0,1,0,1,0
30994,Glenn Akerland,Hartford,2012,0,0,0,0,0,0
30995,Mark Nwakamma,Hartford,2011,28,9,47,29,4,1
30995,Mark Nwakamma,Hartford,2012,70,28,63,33,19,4
30995,Mark Nwakamma,Hartford,2013,52,22,60,38,13,4
30995,Mark Nwakamma,Hartford,2014,53,12,49,31,3,2
30996,Jamie Schneck,Hartford,2011,2,0,9,6,0,0
30996,Jamie Schneck,Hartford,2012,12,4,16,11,0,0
30996,Jamie Schneck,Hartford,2013,4,2,7,5,0,0
30996,Jamie Schneck,Hartford,2014,0,0,6,3,0,0
30997,Nate Sikma,Hartford,2011,12,2,27,12,47,16
30997,Nate Sikma,Hartford,2012,12,3,8,5,40,15
30997,Nate Sikma,Hartford,2013,12,3,11,9,23,3
30997,Nate Sikma,Hartford,2014,5,0,16,7,26,4
30998,Corban Wroe,Hartford,2011,1,0,3,1,4,1
30998,Corban Wroe,Hartford,2012,0,0,11,5,9,3
30998,Corban Wroe,Hartford,2013,5,1,19,8,32,15
30998,Corban Wroe,Hartford,2014,14,3,25,16,40,12
30999,Yolonzo Moore II,Hartford,2011,10,3,11,6,36,8
30999,Yolonzo Moore II,Hartford,2012,16,7,11,5,41,14
30999,Yolonzo Moore II,Hartford,2013,19,6,22,11,27,8
30999,Yolonzo Moore II,Hartford,2014,13,4,16,9,38,10
31000,Kilian Cato,Maine,2011,7,2,4,2,26,6
31000,Kilian Cato,Maine,2012,0,0,2,1,5,1
31000,Kilian Cato,Maine,2013,3,2,1,1,8,4
31001,Justin Edwards,Maine,2011,22,5,38,22,20,5
31001,Justin Edwards,Maine,2012,43,16,30,14,46,13
31001,Justin Edwards,Kansas State,2014,5,0,20,8,26,7
31001,Justin Edwards,Kansas State,2015,21,5,25,11,35,10
31002,Ethan Mackey,Maine,2012,0,0,0,0,0,0
31002,Ethan Mackey,Maine,2013,10,3,7,3,0,0
31002,Ethan Mackey,Maine,2014,5,2,0,0,0,0
31003,Stefano Mancini,Loyola (MD),2014,1,0,0,0,0,0
31004,Xavier Pollard,Maine,2011,5,1,9,3,4,0
31004,Xavier Pollard,Maine,2012,34,7,22,11,21,4
31004,Xavier Pollard,Maine,2013,29,15,19,14,19,4
31004,Xavier Pollard,Kent State,2015,25,10,6,2,23,7
31005,Zarko Valjarevic,Maine,2011,0,0,0,0,0,0
31005,Zarko Valjarevic,Maine,2012,4,1,1,1,48,19
31005,Zarko Valjarevic,Maine,2013,12,5,3,2,21,13
31005,Zarko Valjarevic,Maine,2014,27,9,5,1,63,20
31006,Garrett Jones,New Hampshire,2011,1,1,0,0,7,4
31006,Garrett Jones,New Hampshire,2012,0,0,0,0,0,0
31007,Tommy McDonnell,New Hampshire,2011,0,0,0,0,0,0
31007,Tommy McDonnell,New Hampshire,2012,0,0,2,0,0,0
31007,Tommy McDonnell,New Hampshire,2013,1,0,14,4,5,2
31007,Tommy McDonnell,New Hampshire,2014,1,0,8,3,1,0
31008,Ron Bracey,Stony Brook,2011,6,3,2,1,10,0
31008,Ron Bracey,Stony Brook,2012,18,7,5,1,12,4
31009,Scott King,Stony Brook,2012,4,1,3,1,12,6
31009,Scott King,Stony Brook,2013,1,0,3,2,16,5
31009,Scott King,Stony Brook,2014,1,0,1,0,6,3
31009,Scott King,Fairfield,2015,4,1,0,0,1,0
31010,Nate Basalyga,UMBC,2011,1,0,3,2,0,0
31010,Nate Basalyga,UMBC,2012,1,0,0,0,0,0
31011,Ryan Cook,UMBC,2011,35,10,9,6,27,6
31011,Ryan Cook,UMBC,2012,38,16,29,16,42,13
31012,Joey Getz,UMBC,2011,10,3,3,2,5,1
31012,Joey Getz,UMBC,2012,11,3,8,3,6,4
31012,Joey Getz,UMBC,2013,9,1,4,1,7,1
31013,Quentin Jones,UMBC,2011,9,4,11,4,8,1
31013,Quentin Jones,UMBC,2012,12,2,12,5,9,4
31013,Quentin Jones,UMBC,2013,8,2,12,4,23,11
31014,Jarrel Lane,UMBC,2011,6,1,12,4,6,0
31014,Jarrel Lane,UMBC,2012,0,0,1,0,1,0
31015,Chandler Thomas,UMBC,2011,16,6,23,10,1,0
31015,Chandler Thomas,Grambling State,2013,19,9,21,5,5,1
31015,Chandler Thomas,Ohio,2014,0,0,0,0,0,0
31016,Jordan Wejnert,UMBC,2011,0,0,1,0,1,1
31016,Jordan Wejnert,UMBC,2012,2,1,0,0,0,0
31018,Four McGlynn,Vermont,2011,35,11,23,8,62,29
31018,Four McGlynn,Towson,2013,7,1,1,1,44,20
31018,Four McGlynn,Towson,2014,20,7,21,10,41,9
31018,Four McGlynn,Rhode Island,2015,24,6,7,4,79,25
31020,Chris Santo,Vermont,2011,1,0,0,0,0,0
31021,Seth Cavera,Belmont,2011,0,0,0,0,0,0
31022,Spencer Turner,Belmont,2011,0,0,0,0,4,2
31022,Spencer Turner,Belmont,2012,1,1,0,0,2,0
31022,Spencer Turner,Belmont,2013,1,0,0,0,14,6
31022,Spencer Turner,Belmont,2014,1,1,0,0,8,3
31023,John Walton III,East Tennessee State,2011,3,0,0,0,0,0
31023,John Walton III,East Tennessee State,2012,18,6,15,11,0,0
31023,John Walton III,Troy,2014,25,5,41,17,0,0
31023,John Walton III,Troy,2015,23,11,38,18,1,0
31024,Lester Wilson,East Tennessee State,2012,20,5,15,7,38,14
31024,Lester Wilson,East Tennessee State,2013,26,9,5,3,29,9
31024,Lester Wilson,East Tennessee State,2014,19,7,10,9,45,17
31024,Lester Wilson,East Tennessee State,2015,5,2,1,0,29,12
31025,Todd Halvorsen,East Tennessee State,2011,0,0,0,0,0,0
31025,Todd Halvorsen,East Tennessee State,2012,0,0,0,0,1,0
31025,Todd Halvorsen,East Tennessee State,2013,1,0,0,0,2,1
31026,Rashawn Rembert,East Tennessee State,2011,2,0,0,0,4,0
31026,Rashawn Rembert,East Tennessee State,2012,14,2,8,3,25,8
31026,Rashawn Rembert,East Tennessee State,2013,13,5,10,2,35,11
31026,Rashawn Rembert,East Tennessee State,2014,13,3,4,3,36,15
31027,Marcus Dubose,East Tennessee State,2011,19,8,10,2,33,7
31027,Marcus Dubose,East Tennessee State,2012,1,0,0,0,1,0
31028,Dante Holmes,Florida Gulf Coast,2011,19,11,11,4,11,4
31028,Dante Holmes,North Carolina Central,2013,7,1,8,3,9,1
31028,Dante Holmes,North Carolina Central,2014,25,2,29,15,40,12
31028,Dante Holmes,North Carolina Central,2015,41,15,21,7,61,22
31029,Bernard Thompson,Florida Gulf Coast,2011,20,8,15,6,28,9
31029,Bernard Thompson,Florida Gulf Coast,2012,31,11,13,6,34,14
31029,Bernard Thompson,Florida Gulf Coast,2013,29,11,15,8,42,10
31029,Bernard Thompson,Florida Gulf Coast,2014,27,11,12,4,28,6
31030,Brett Comer,Florida Gulf Coast,2011,8,4,32,13,19,7
31030,Brett Comer,Florida Gulf Coast,2012,14,4,39,22,11,7
31030,Brett Comer,Florida Gulf Coast,2013,14,8,44,22,37,9
31030,Brett Comer,Florida Gulf Coast,2014,11,4,34,12,32,10
31031,Filip Cvjeticanin,Florida Gulf Coast,2011,18,6,2,0,28,11
31031,Filip Cvjeticanin,Florida Gulf Coast,2012,6,1,2,1,17,4
31031,Filip Cvjeticanin,Florida Gulf Coast,2013,5,3,0,0,36,14
31031,Filip Cvjeticanin,Florida Gulf Coast,2015,2,0,1,1,19,5
31033,Evin Graham,Jacksonville,2011,5,2,4,1,3,1
31033,Evin Graham,Jacksonville,2012,8,1,9,5,5,0
31034,Jake Giesler,Jacksonville,2011,2,1,2,0,6,0
31034,Jake Giesler,Northern Kentucky,2013,12,1,27,16,10,4
31034,Jake Giesler,Northern Kentucky,2014,10,5,6,5,5,0
31034,Jake Giesler,Northern Kentucky,2015,8,5,7,3,0,0
31035,Jeremy Bogus,Jacksonville,2011,2,0,0,0,14,3
31035,Jeremy Bogus,Jacksonville,2012,2,0,0,0,9,1
31035,Jeremy Bogus,Jacksonville,2013,0,0,0,0,6,3
31035,Jeremy Bogus,Jacksonville,2014,0,0,0,0,5,0
31037,Delbert Love,Kennesaw State,2011,21,11,14,7,67,21
31037,Delbert Love,Kennesaw State,2012,29,7,12,3,45,11
31037,Delbert Love,Kennesaw State,2013,21,5,13,4,39,12
31037,Delbert Love,Kennesaw State,2014,19,7,27,10,36,12
31038,Brandon Sewell,Kennesaw State,2011,0,0,1,1,0,0
31039,Zavion Williams,Lipscomb,2011,14,7,7,2,10,3
31039,Zavion Williams,Austin Peay,2013,16,5,6,2,17,5
31039,Zavion Williams,Austin Peay,2014,5,0,3,1,17,3
31041,Martin Smith,Lipscomb,2011,8,3,2,2,25,9
31041,Martin Smith,Lipscomb,2012,34,7,6,3,25,5
31041,Martin Smith,Lipscomb,2013,14,4,14,11,38,14
31041,Martin Smith,Lipscomb,2014,3,2,8,2,8,2
31042,Deonte Alexander,Lipscomb,2011,17,5,5,1,23,5
31042,Deonte Alexander,Lipscomb,2012,19,5,17,11,34,15
31043,Chad Johnson (2),Lipscomb,2011,0,0,0,0,0,0
31043,Chad Johnson (2),Lipscomb,2012,0,0,0,0,5,4
31043,Chad Johnson (2),Lipscomb,2013,0,0,0,0,6,3
31043,Chad Johnson (2),Lipscomb,2014,2,1,2,0,2,0
31044,Zack Ellis,Lipscomb,2012,0,0,0,0,0,0
31046,T.J. Hallice,Mercer,2011,2,0,3,1,2,0
31046,T.J. Hallice,Mercer,2012,4,1,12,7,4,1
31046,T.J. Hallice,Mercer,2013,3,0,10,9,2,0
31046,T.J. Hallice,Mercer,2014,25,4,49,23,8,1
31047,Shaquille Harris,Mercer,2011,1,0,4,3,4,1
31048,Fred Landers,North Florida,2011,8,1,5,3,11,4
31049,Dennis Diaz,Stetson,2011,3,1,1,1,13,4
31049,Dennis Diaz,Stetson,2012,3,1,0,0,8,1
31050,Willie Green,Stetson,2011,14,7,5,3,4,1
31050,Willie Green,Stetson,2012,15,6,10,8,10,3
31050,Willie Green,Stetson,2013,41,13,29,19,6,1
31051,Ty Greene,USC Upstate,2011,30,7,9,3,41,17
31051,Ty Greene,USC Upstate,2012,25,6,1,1,41,12
31051,Ty Greene,USC Upstate,2013,20,9,4,2,35,13
31051,Ty Greene,USC Upstate,2014,32,14,7,3,68,25
31052,Jeremy Ford,USC Upstate,2012,0,0,0,0,0,0
31053,Fred Miller,USC Upstate,2011,9,2,5,0,5,2
31053,Fred Miller,USC Upstate,2012,20,6,8,3,10,3
31053,Fred Miller,USC Upstate,2013,5,2,19,8,29,6
31053,Fred Miller,USC Upstate,2014,26,10,17,6,36,12
31055,Adrian Rodgers,USC Upstate,2011,42,22,6,2,10,3
31055,Adrian Rodgers,USC Upstate,2012,31,6,8,6,16,2
31055,Adrian Rodgers,Southern,2014,49,18,6,2,42,16
31055,Adrian Rodgers,Southern,2015,50,13,11,5,41,10
31056,Rob Elam,USC Upstate,2011,8,1,1,1,1,0
31056,Rob Elam,USC Upstate,2012,11,1,2,1,0,0
31059,Tyler Harvey,Eastern Washington,2012,6,1,6,5,18,6
31059,Tyler Harvey,Eastern Washington,2013,18,6,7,5,44,15
31059,Tyler Harvey,Eastern Washington,2014,23,14,10,7,53,27
31060,Jordan Hickert,Eastern Washington,2011,4,2,1,0,20,7
31060,Jordan Hickert,Eastern Washington,2012,3,0,2,0,30,9
31061,Parker Kelly,Eastern Washington,2011,9,3,0,0,17,12
31061,Parker Kelly,Eastern Washington,2012,16,8,12,5,40,11
31061,Parker Kelly,Eastern Washington,2013,12,4,7,3,33,11
31061,Parker Kelly,Eastern Washington,2014,12,2,7,3,31,15
31062,Justin Omogun,Cal State Bakersfield,2012,0,0,1,1,0,0
31063,Melvin Morgan,Idaho State,2011,42,12,8,4,44,16
31063,Melvin Morgan,Idaho State,2012,53,15,18,11,58,15
31064,Travis Martin,Idaho State,2011,0,0,0,0,0,0
31064,Travis Martin,Idaho State,2012,0,0,0,0,0,0
31065,Vishal Banipal,Idaho State,2011,0,0,0,0,1,0
31066,Dejan Kostur,Idaho State,2011,14,6,8,5,2,0
31066,Dejan Kostur,Idaho State,2012,2,0,1,1,1,0
31067,Andy Harrington,Idaho State,2012,0,0,0,0,0,0
31068,Garrett Swanson,Idaho State,2011,12,4,2,2,8,3
31069,Keron DeShields,Montana,2011,4,1,4,1,4,2
31069,Keron DeShields,Montana,2012,25,5,28,12,22,5
31069,Keron DeShields,Montana,2013,18,4,43,28,40,14
31069,Keron DeShields,Tennessee State,2015,39,14,22,8,38,18
31070,Jordan Gregory,Montana,2011,1,0,3,0,3,0
31070,Jordan Gregory,Montana,2012,12,7,9,6,32,14
31070,Jordan Gregory,Montana,2013,22,10,24,12,50,21
31070,Jordan Gregory,Montana,2014,48,10,30,17,69,19
31071,Kevin Henderson,Montana,2011,2,1,1,1,2,0
31071,Kevin Henderson,Montana,2012,7,1,2,0,10,1
31072,Jamie Stewart,Montana State,2011,7,1,3,1,5,3
31072,Jamie Stewart,Montana State,2012,5,1,1,1,2,1
31073,Antonio Biglow,Montana State,2012,17,6,17,8,23,6
31073,Antonio Biglow,Montana State,2013,23,7,15,7,14,3
31075,Mohamed Tamsir Fall,Montana State,2011,21,8,14,9,0,0
31076,Xavier Blount,Montana State,2011,18,4,12,9,19,8
31076,Xavier Blount,Montana State,2012,15,5,18,6,23,5
31078,James Douglas,Northern Arizona,2011,31,11,7,4,23,9
31078,James Douglas,Cal State Fullerton,2012,8,1,3,1,11,2
31080,Danny Cheek,Northern Arizona,2011,3,1,0,0,6,2
31081,Max Jacobsen,Northern Arizona,2011,14,7,1,1,0,0
31081,Max Jacobsen,Northern Arizona,2012,42,15,19,15,0,0
31081,Max Jacobsen,Northern Arizona,2013,71,36,27,19,7,3
31082,Ben Olayinka,Northern Arizona,2011,4,2,4,1,0,0
31082,Ben Olayinka,Northern Arizona,2012,1,0,1,1,0,0
31083,Ephraim Ekanem,Northern Arizona,2011,8,2,14,12,0,0
31083,Ephraim Ekanem,Northern Arizona,2012,8,0,8,6,0,0
31085,Aaron Hawk-Harris,Northern Colorado,2011,3,2,0,0,2,0
31086,Brendan Keane,Northern Colorado,2011,9,1,2,1,0,0
31086,Brendan Keane,Northern Colorado,2012,9,3,2,2,0,0
31086,Brendan Keane,Northern Colorado,2013,4,0,1,1,0,0
31087,Tim Huskisson,Northern Colorado,2011,5,2,5,2,12,7
31087,Tim Huskisson,Northern Colorado,2012,11,3,12,4,9,0
31087,Tim Huskisson,Northern Colorado,2013,15,2,26,13,21,10
31087,Tim Huskisson,Northern Colorado,2014,8,5,21,11,13,5
31088,Bryce Douvier,Northern Colorado,2011,1,0,2,2,0,0
31088,Bryce Douvier,Northern Colorado,2012,2,2,2,1,0,0
31088,Bryce Douvier,Texas A&M-CC,2014,30,7,33,18,34,11
31088,Bryce Douvier,Texas A&M-CC,2015,14,5,8,6,9,4
31089,"James Davis, Jr.",Northern Colorado,2012,4,1,1,0,12,1
31090,Dylan Elias,Northern Colorado,2012,0,0,1,1,1,0
31092,Jerron Smith,Portland State,2011,2,2,0,0,2,0
31093,Michael Harvey,Portland State,2011,4,2,0,0,9,2
31093,Michael Harvey,Portland State,2012,9,5,8,7,6,1
31094,Kidus Ephrem,Portland State,2011,0,0,0,0,0,0
31095,Martin Whitmore,Portland State,2011,0,0,3,0,8,3
31095,Martin Whitmore,Portland State,2012,2,0,2,1,6,1
31096,Joel King,Portland State,2011,0,0,0,0,1,0
31096,Joel King,Portland State,2013,0,0,0,0,0,0
31096,Joel King,Portland State,2014,0,0,0,0,0,0
31097,Jordan Estrada,Sacramento State,2011,3,0,0,0,28,2
31098,Dylan Garrity,Sacramento State,2011,19,7,18,9,22,10
31098,Dylan Garrity,Sacramento State,2012,17,3,11,5,27,12
31098,Dylan Garrity,Sacramento State,2013,26,8,5,4,47,18
31098,Dylan Garrity,Sacramento State,2014,38,24,5,2,53,19
31100,Julian Demalleville,Sacramento State,2011,1,1,3,2,5,1
31100,Julian Demalleville,Sacramento State,2012,2,0,0,0,9,4
31101,Davion Berry,Weber State,2012,38,13,16,7,35,12
31101,Davion Berry,Weber State,2013,34,11,21,14,56,18
31104,Logan Foster,Weber State,2012,0,0,0,0,0,0
31106,Gelaun Wheelwright,Weber State,2011,4,1,3,2,13,3
31106,Gelaun Wheelwright,Weber State,2012,17,6,10,8,43,16
31107,Joel Awich,Cal Poly,2012,6,3,4,3,5,2
31107,Joel Awich,Cal Poly,2013,28,11,10,5,12,3
31107,Joel Awich,Cal Poly,2014,54,14,12,3,28,9
31107,Joel Awich,Cal Poly,2015,26,10,9,5,28,7
31108,Cameron Glover,Cal State Fullerton,2011,0,0,0,0,0,0
31109,Conway James,Cal State Fullerton,2011,0,0,0,0,0,0
31110,Bernard Webb,Cal State Fullerton,2011,2,1,1,1,0,0
31111,Jordan Knox,Cal State Fullerton,2011,1,0,0,0,1,0
31111,Jordan Knox,Cal State Fullerton,2012,0,0,0,0,8,4
