GMID,Name,School,Year,Position,PercShotS2P,S2PPer,PercS2PAinT,DunkA,PercDunkinT,PercShotl2P,L2PPer,PercL2PAinT,A3P,PercShot3P,ThreePer,Perc3PAinT
80113,Matt Farrell,Notre Dame,2016,Guard,53.70%,35.19%,28.46%,36.20%,NR,NR,NR,NR,85.95%,53.46%,82.31%,35.02%
80113,Matt Farrell,Notre Dame,2017,Guard,19.39%,66.08%,25.77%,36.20%,NR,NR,NR,NR,96.17%,77.42%,72.58%,60.29%
80114,Cameron Johnson (3),Pittsburgh,2014,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,34.82%,NR,NR,NR
80114,Cameron Johnson (3),Pittsburgh,2015,Guard,NR,NR,NR,74.54%,NR,NR,NR,NR,63.08%,70.38%,18.22%,45.30%
80114,Cameron Johnson (3),Pittsburgh,2016,Guard,32.82%,77.35%,57.50%,80.54%,NR,NR,NR,NR,91.68%,73.85%,93.12%,51.90%
80114,Cameron Johnson (3),North Carolina,2017,Guard,27.02%,38.17%,55.31%,36.20%,NR,NR,NR,NR,84.25%,67.92%,82.02%,77.75%
80118,Justin Bibbs,Virginia Tech,2014,Guard,47.27%,55.41%,44.96%,74.54%,NR,56.60%,50.72%,22.42%,70.78%,39.80%,26.82%,38.02%
80118,Justin Bibbs,Virginia Tech,2015,Guard,43.06%,55.72%,46.70%,74.54%,NR,NR,NR,NR,83.52%,53.60%,84.08%,43.52%
80118,Justin Bibbs,Virginia Tech,2016,Guard,37.52%,80.90%,70.31%,66.10%,NR,NR,NR,NR,76.09%,64.78%,35.15%,28.10%
80118,Justin Bibbs,Virginia Tech,2017,Guard,53.50%,70.86%,63.55%,54.29%,NR,NR,NR,NR,80.84%,45.33%,81.14%,34.81%
80121,Mitchell Wilbekin,Wake Forest,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,79.63%,87.33%,51.11%,70.85%
80121,Mitchell Wilbekin,Wake Forest,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,90.14%,91.79%,59.55%,77.69%
80121,Mitchell Wilbekin,Wake Forest,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,77.36%,84.74%,83.17%,66.14%
80121,Mitchell Wilbekin,Wake Forest,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,81.81%,86.09%,70.95%,61.62%
80122,Rondale Watson,Wake Forest,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80122,Rondale Watson,Wake Forest,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,34.82%,NR,NR,NR
80122,Rondale Watson,Marshall,2017,Guard,85.61%,70.66%,52.99%,93.96%,17.44%,NR,NR,NR,43.70%,NR,NR,NR
80235,Josh Pollard,Kansas,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80239,Tre Harris,Kansas State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,50.98%,93.27%,51.11%,63.87%
80239,Tre Harris,SIU-Edwardsville,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,85.95%,83.27%,77.48%,72.78%
80240,Clayton Custer,Iowa State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80240,Clayton Custer,Loyola (IL),2016,Guard,34.40%,64.82%,49.87%,0.00%,NR,NR,NR,NR,85.95%,59.52%,70.84%,64.80%
80240,Clayton Custer,Loyola (IL),2017,Guard,45.36%,73.93%,37.95%,0.00%,NR,NR,NR,NR,87.31%,56.73%,85.54%,70.39%
80241,Daniel Stensland,Iowa State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80242,Bola Alade,Oklahoma,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80242,Bola Alade,Texas-San Antonio,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
80247,Dinjiyl Walker,Oklahoma,2014,Guard,54.40%,89.86%,53.61%,0.00%,NR,NR,NR,NR,55.29%,42.09%,NR,60.50%
80247,Dinjiyl Walker,Oklahoma,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,53.30%,68.16%,38.85%,22.98%
80270,Tyree Griffin,Oklahoma State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80270,Tyree Griffin,Oklahoma State,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80270,Tyree Griffin,Southern Mississippi,2017,Guard,68.05%,69.21%,45.96%,0.00%,NR,68.59%,55.35%,26.67%,61.20%,16.00%,72.33%,6.91%
80271,Jeff Newberry,Oklahoma State,2014,Guard,27.52%,64.82%,48.56%,90.33%,18.71%,57.46%,27.51%,72.56%,73.62%,54.82%,70.37%,76.74%
80271,Jeff Newberry,Oklahoma State,2015,Guard,72.99%,31.59%,56.74%,96.10%,21.88%,43.41%,36.40%,33.02%,61.20%,20.06%,54.48%,34.71%
80276,Dalton Dry,Texas Christian,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80276,Dalton Dry,Texas Christian,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80276,Dalton Dry,Texas Christian,2016,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,10.38%,NR,NR,NR
80276,Dalton Dry,Texas Christian,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
80277,Chauncey Collins,Texas Christian,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,43.70%,NR,NR,NR
80277,Chauncey Collins,Texas Christian,2015,Guard,62.54%,7.33%,82.91%,66.10%,NR,39.36%,48.44%,79.10%,72.16%,37.51%,25.91%,12.88%
80278,Keenan Evans,Texas Tech,2014,Guard,89.94%,15.75%,50.58%,54.29%,NR,NR,NR,NR,34.82%,NR,NR,NR
80278,Keenan Evans,Texas Tech,2015,Guard,78.02%,29.01%,38.30%,36.20%,NR,72.67%,56.39%,49.15%,31.37%,NR,NR,NR
80278,Keenan Evans,Texas Tech,2016,Guard,47.12%,72.00%,10.79%,36.20%,NR,76.42%,68.23%,19.19%,59.37%,28.67%,39.97%,11.12%
80278,Keenan Evans,Texas Tech,2017,Guard,69.01%,86.03%,19.05%,90.33%,18.71%,39.54%,95.01%,16.42%,70.78%,27.01%,16.71%,15.13%
80282,Devaugntah Williams,Texas Tech,2014,Guard,54.78%,87.94%,28.26%,66.10%,NR,NR,NR,NR,74.83%,48.50%,82.96%,34.47%
80282,Devaugntah Williams,Texas Tech,2015,Guard,57.11%,46.20%,19.86%,66.10%,NR,NR,NR,NR,81.81%,48.83%,16.75%,72.04%
80283,Jevon Carter,West Virginia,2014,Guard,56.97%,25.56%,80.14%,36.20%,NR,NR,NR,NR,76.09%,52.78%,35.15%,37.22%
80283,Jevon Carter,West Virginia,2015,Guard,47.75%,34.04%,50.67%,74.54%,NR,NR,NR,NR,87.31%,56.73%,26.07%,72.73%
80283,Jevon Carter,West Virginia,2016,Guard,52.48%,27.32%,58.01%,0.00%,NR,41.77%,54.89%,45.01%,82.68%,40.95%,74.89%,30.07%
80283,Jevon Carter,West Virginia,2017,Guard,49.66%,41.27%,74.05%,54.29%,NR,64.40%,67.33%,59.61%,92.65%,32.61%,61.72%,52.78%
80284,"Daxter Miles, Jr.",West Virginia,2014,Guard,72.02%,41.27%,73.29%,80.54%,NR,NR,NR,NR,66.31%,37.78%,53.64%,40.87%
80284,"Daxter Miles, Jr.",West Virginia,2015,Guard,66.49%,64.82%,49.77%,54.29%,NR,61.94%,98.20%,96.60%,53.30%,19.66%,8.70%,4.53%
80284,"Daxter Miles, Jr.",West Virginia,2016,Guard,68.55%,72.23%,62.59%,84.78%,15.85%,NR,NR,NR,73.62%,40.92%,78.86%,45.92%
80284,"Daxter Miles, Jr.",West Virginia,2017,Guard,49.70%,68.90%,58.01%,66.10%,NR,29.47%,86.96%,56.18%,91.19%,48.03%,61.90%,57.90%
80285,Jaysean Paige,West Virginia,2014,Guard,45.01%,7.18%,17.60%,54.29%,NR,NR,NR,NR,61.20%,68.81%,5.78%,52.46%
80285,Jaysean Paige,West Virginia,2015,Guard,80.83%,64.82%,41.01%,80.54%,NR,NR,NR,NR,72.16%,26.89%,61.72%,35.71%
80286,Tarik Phillip,West Virginia,2014,Guard,93.44%,32.10%,49.77%,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
80286,Tarik Phillip,West Virginia,2015,Guard,62.54%,65.85%,32.79%,74.54%,NR,NR,NR,NR,63.08%,33.70%,18.22%,40.52%
80286,Tarik Phillip,West Virginia,2016,Guard,76.48%,30.43%,49.04%,0.00%,NR,55.21%,13.64%,29.50%,46.15%,NR,NR,NR
80299,Aaron Simpson,DePaul,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,71.66%,25.91%,35.71%
80299,Aaron Simpson,DePaul,2015,Guard,63.59%,34.04%,37.57%,0.00%,NR,NR,NR,NR,61.20%,58.67%,54.48%,27.09%
80301,Kyron Cartwright,Providence,2014,Guard,70.80%,71.54%,70.31%,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80301,Kyron Cartwright,Providence,2015,Guard,57.06%,13.11%,78.95%,36.20%,NR,82.39%,13.70%,86.53%,53.30%,12.69%,38.85%,58.97%
80301,Kyron Cartwright,Providence,2016,Guard,62.54%,40.37%,43.92%,36.20%,NR,90.80%,54.89%,68.61%,43.70%,NR,NR,NR
80301,Kyron Cartwright,Providence,2017,Guard,52.67%,15.11%,76.72%,54.29%,NR,86.17%,86.96%,53.22%,59.37%,14.26%,78.50%,17.57%
80305,Andrew Mitchell (2),Xavier,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80309,Zach Johnson,Florida Gulf Coast,2015,Guard,81.36%,47.23%,45.01%,93.96%,19.07%,24.97%,48.44%,23.84%,63.08%,15.99%,93.12%,56.62%
80309,Zach Johnson,Florida Gulf Coast,2016,Guard,55.75%,39.35%,55.52%,95.21%,20.79%,NR,NR,NR,85.03%,47.46%,80.30%,45.89%
80309,Zach Johnson,Florida Gulf Coast,2017,Guard,53.57%,45.85%,52.67%,98.57%,21.77%,18.72%,64.63%,57.08%,97.77%,48.46%,78.60%,88.10%
80312,Christian Terrell,Florida Gulf Coast,2014,Guard,42.13%,40.22%,36.54%,0.00%,NR,NR,NR,NR,59.37%,67.36%,61.72%,76.02%
80312,Christian Terrell,Florida Gulf Coast,2015,Guard,69.54%,54.00%,32.88%,74.54%,NR,23.74%,88.53%,34.47%,80.84%,32.56%,81.14%,48.95%
80312,Christian Terrell,Florida Gulf Coast,2016,Guard,48.38%,64.82%,53.13%,74.54%,NR,NR,NR,NR,91.19%,64.47%,39.22%,71.77%
80312,Christian Terrell,Florida Gulf Coast,2017,Guard,51.37%,25.56%,36.34%,66.10%,NR,NR,NR,NR,91.68%,54.83%,65.66%,83.80%
80314,B.J. Edwards,Jacksonville,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80315,Rusty Reigel,Davidson,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80315,Rusty Reigel,Davidson,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80315,Rusty Reigel,Davidson,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,53.30%,64.37%,64.04%,17.61%
80315,Rusty Reigel,Davidson,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,40.83%,NR,NR,NR
80316,Jordan Watkins,Davidson,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80316,Jordan Watkins,Davidson,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,57.32%,79.06%,83.58%,15.11%
80316,Jordan Watkins,Davidson,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,48.63%,NR,NR,NR
80316,Jordan Watkins,Davidson,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80317,Darrell Davis,Dayton,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,79.63%,82.36%,77.69%,69.08%
80317,Darrell Davis,Dayton,2015,Guard,32.55%,86.01%,78.95%,54.29%,NR,NR,NR,NR,70.78%,67.47%,16.71%,37.07%
80317,Darrell Davis,Dayton,2016,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,78.44%,78.51%,52.16%,65.72%
80317,Darrell Davis,Dayton,2017,Guard,32.82%,64.82%,31.08%,54.29%,NR,33.58%,86.96%,27.39%,86.66%,59.54%,93.90%,34.37%
80322,Mar'Qywell Jackson,Duquesne,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,53.30%,84.92%,8.70%,47.28%
80323,Eric James,Duquesne,2014,Guard,42.70%,86.01%,55.04%,84.78%,29.21%,NR,NR,NR,63.08%,58.79%,18.22%,88.64%
80323,Eric James,Duquesne,2015,Guard,90.34%,81.38%,26.42%,96.83%,29.40%,NR,NR,NR,48.63%,NR,NR,NR
80323,Eric James,Duquesne,2016,Guard,90.91%,10.77%,53.98%,84.78%,100.00%,NR,NR,NR,27.47%,NR,NR,NR
80323,Eric James,Duquesne,2017,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,34.82%,NR,NR,NR
80327,Jordan Stevens (2),Duquesne,2014,Guard,NR,NR,NR,36.20%,NR,94.31%,62.21%,86.32%,70.78%,44.28%,37.57%,68.76%
80329,Cameron Neysmith,Kennesaw State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80329,Cameron Neysmith,Kennesaw State,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80329,Cameron Neysmith,Kennesaw State,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80330,Nick Masterson,Kennesaw State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,73.62%,93.29%,93.64%,79.25%
80330,Nick Masterson,Kennesaw State,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,70.78%,87.94%,77.98%,58.37%
80330,Nick Masterson,Kennesaw State,2016,Guard,NR,NR,NR,0.00%,NR,52.77%,88.53%,16.08%,90.71%,82.73%,96.49%,64.97%
80330,Nick Masterson,Kennesaw State,2017,Guard,NR,NR,NR,0.00%,NR,61.01%,91.41%,19.19%,88.81%,81.81%,85.54%,83.62%
80331,Alijah Bennett,Kennesaw State,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80333,Nathan Moran,Lipscomb,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,78.44%,86.06%,93.47%,30.76%
80333,Nathan Moran,Lipscomb,2015,Guard,22.61%,25.56%,74.20%,0.00%,NR,NR,NR,NR,97.39%,81.70%,51.88%,71.45%
80333,Nathan Moran,Lipscomb,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,98.11%,91.82%,79.01%,85.36%
80334,Asa Duvall,Lipscomb,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80334,Asa Duvall,Lipscomb,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80334,Asa Duvall,Lipscomb,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
80336,Aaron Korn,Lipscomb,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,55.29%,75.36%,4.00%,64.32%
80336,Aaron Korn,Lipscomb,2015,Guard,92.31%,86.42%,72.15%,36.20%,NR,NR,NR,NR,27.47%,NR,NR,NR
80336,Aaron Korn,Lipscomb,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,83.20%,95.59%,83.43%
80336,Aaron Korn,Lipscomb,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,76.09%,84.15%,26.54%,85.43%
80339,Osborn Blount,North Florida,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80339,Osborn Blount,North Florida,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,50.98%,81.70%,10.82%,41.16%
80339,Osborn Blount,North Florida,2017,Guard,26.00%,15.11%,19.86%,0.00%,NR,NR,NR,NR,80.84%,65.51%,64.34%,65.87%
80340,Chase Driscoll,North Florida,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80340,Chase Driscoll,North Florida,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80340,Chase Driscoll,North Florida,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80340,Chase Driscoll,North Florida,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80341,Nick Malonga,North Florida,2015,Guard,45.34%,51.71%,25.38%,0.00%,NR,NR,NR,NR,59.37%,49.56%,12.21%,74.78%
80341,Nick Malonga,North Florida,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,55.29%,83.57%,33.48%,82.68%
80342,Nemanja Zarkovic,Fordham,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80342,Nemanja Zarkovic,Fordham,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,73.53%,25.91%,47.18%
80342,Nemanja Zarkovic,Fordham,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,34.82%,NR,NR,NR
80345,Tayler Persons,Northern Kentucky,2014,Guard,48.12%,26.22%,42.28%,0.00%,NR,95.24%,55.44%,54.59%,34.82%,NR,NR,NR
80345,Tayler Persons,Ball State,2016,Guard,40.71%,10.81%,26.41%,0.00%,NR,82.26%,88.12%,41.12%,74.83%,27.36%,74.72%,52.85%
80345,Tayler Persons,Ball State,2017,Guard,37.92%,67.13%,41.42%,0.00%,NR,90.79%,74.17%,59.31%,70.78%,19.26%,65.66%,57.27%
80347,Grant Lozoya,Stetson,2014,Guard,48.53%,51.71%,82.78%,0.00%,NR,NR,NR,NR,91.19%,59.62%,33.55%,77.87%
80347,Grant Lozoya,Stetson,2015,Guard,40.64%,32.32%,37.63%,0.00%,NR,NR,NR,NR,85.95%,64.59%,35.30%,75.99%
80348,Corey Mendez,Stetson,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
80349,Divine Myles,Stetson,2014,Guard,73.21%,29.29%,56.74%,0.00%,NR,72.78%,73.97%,48.62%,53.30%,6.88%,38.85%,37.36%
80349,Divine Myles,Stetson,2015,Guard,90.16%,45.85%,41.34%,0.00%,NR,NR,NR,NR,55.29%,6.11%,33.48%,36.00%
80349,Divine Myles,Stetson,2016,Guard,85.01%,68.84%,51.14%,54.29%,NR,52.44%,30.03%,48.41%,50.98%,3.26%,93.12%,16.95%
80349,Divine Myles,Stetson,2017,Guard,83.85%,68.09%,71.46%,66.10%,NR,40.04%,71.10%,58.19%,66.31%,8.85%,25.91%,25.88%
80351,Angel Rivera,Stetson,2014,Guard,55.18%,83.59%,71.35%,0.00%,NR,NR,NR,NR,64.83%,45.86%,93.90%,45.79%
80351,Angel Rivera,Stetson,2015,Guard,93.44%,70.66%,29.99%,0.00%,NR,NR,NR,NR,34.82%,NR,NR,NR
80351,Angel Rivera,Stetson,2016,Guard,87.13%,39.35%,50.59%,0.00%,NR,NR,NR,NR,55.29%,19.78%,16.52%,25.55%
80351,Angel Rivera,Stetson,2017,Guard,80.45%,38.17%,38.19%,0.00%,NR,NR,NR,NR,53.30%,30.87%,19.14%,17.03%
80353,Isaiah Jackson,George Mason,2014,Guard,42.38%,7.40%,46.99%,36.20%,NR,85.74%,94.70%,54.29%,57.32%,25.05%,51.11%,22.13%
80353,Isaiah Jackson,Providence,2016,Guard,71.89%,52.13%,77.88%,36.20%,NR,NR,NR,NR,50.98%,23.77%,51.11%,65.82%
80353,Isaiah Jackson,Providence,2017,Guard,56.89%,42.14%,29.76%,54.29%,NR,NR,NR,NR,69.20%,47.22%,95.07%,83.13%
80355,Mike Cunningham,USC Upstate,2015,Guard,27.49%,2.62%,59.14%,0.00%,NR,76.60%,72.72%,72.56%,66.31%,44.57%,95.13%,20.95%
80355,Mike Cunningham,USC Upstate,2016,Guard,33.31%,9.10%,86.12%,0.00%,NR,72.02%,94.89%,65.17%,80.84%,43.55%,26.31%,27.85%
80355,Mike Cunningham,USC Upstate,2017,Guard,17.24%,12.39%,82.78%,0.00%,NR,81.98%,30.51%,65.00%,82.68%,49.76%,74.89%,18.95%
80361,Darian Bryant,George Washington,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80361,Darian Bryant,Delaware,2016,Guard,89.90%,65.85%,18.52%,36.20%,NR,NR,NR,NR,31.37%,NR,NR,NR
80361,Darian Bryant,Delaware,2017,Guard,68.72%,51.71%,7.39%,36.20%,NR,NR,NR,NR,48.63%,NR,NR,NR
80365,Johnnie Shuler,La Salle,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,34.82%,NR,NR,NR
80365,Johnnie Shuler,La Salle,2015,Guard,18.18%,8.76%,60.29%,0.00%,NR,34.58%,64.13%,74.55%,90.71%,72.26%,51.39%,46.18%
80365,Johnnie Shuler,La Salle,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,40.83%,NR,NR,NR
80365,Johnnie Shuler,La Salle,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,50.98%,83.89%,4.34%,72.73%
80367,Jarvis Garrett,Rhode Island,2014,Guard,53.87%,67.79%,26.98%,0.00%,NR,NR,NR,NR,46.15%,NR,NR,NR
80367,Jarvis Garrett,Rhode Island,2015,Guard,56.11%,14.79%,17.56%,0.00%,NR,76.42%,61.89%,44.77%,59.37%,19.15%,95.59%,14.95%
80367,Jarvis Garrett,Rhode Island,2016,Guard,51.99%,71.54%,74.76%,0.00%,NR,NR,NR,NR,55.29%,43.59%,16.52%,45.99%
80367,Jarvis Garrett,Rhode Island,2017,Guard,50.00%,28.22%,49.96%,0.00%,NR,NR,NR,NR,57.32%,45.73%,28.18%,46.89%
80370,Khwan Fore,Richmond,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80370,Khwan Fore,Richmond,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80370,Khwan Fore,Richmond,2016,Guard,83.89%,52.90%,28.29%,90.33%,18.71%,54.10%,68.23%,27.44%,43.70%,NR,NR,NR
80370,Khwan Fore,Richmond,2017,Guard,83.69%,71.70%,25.13%,74.54%,NR,NR,NR,NR,48.63%,NR,NR,NR
80372,Joe Kirby,Richmond,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80372,Joe Kirby,Richmond,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
80372,Joe Kirby,Richmond,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
80372,Joe Kirby,Richmond,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
80373,Kadeem Smithen,Richmond,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80373,Kadeem Smithen,Siena,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
80373,Kadeem Smithen,Siena,2017,Guard,88.51%,14.79%,17.56%,54.29%,NR,NR,NR,NR,31.37%,NR,NR,NR
80377,Marcus Bartley,Saint Louis,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80377,Marcus Bartley,Saint Louis,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,63.08%,78.45%,65.03%,56.62%
80377,Marcus Bartley,Southern Illinois,2017,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,89.81%,97.49%,23.79%
80378,Davell Roby,Saint Louis,2014,Guard,53.87%,35.08%,25.38%,0.00%,NR,NR,NR,NR,53.30%,44.18%,82.96%,28.04%
80378,Davell Roby,Saint Louis,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,63.08%,66.87%,80.30%,56.62%
80378,Davell Roby,Saint Louis,2016,Guard,34.40%,87.94%,5.57%,0.00%,NR,NR,NR,NR,73.62%,64.37%,56.50%,24.65%
80378,Davell Roby,Saint Louis,2017,Guard,16.86%,55.41%,14.28%,0.00%,NR,NR,NR,NR,84.25%,77.12%,70.37%,56.63%
80379,Miles Reynolds,Saint Louis,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80379,Miles Reynolds,Saint Louis,2015,Guard,83.89%,42.14%,53.61%,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
80379,Miles Reynolds,Pacific,2017,Guard,74.29%,39.35%,59.17%,0.00%,NR,71.09%,37.60%,29.05%,46.15%,NR,NR,NR
80382,Iakeem Alston,St. Bonaventure,2014,Guard,87.88%,51.71%,70.31%,54.29%,NR,NR,NR,NR,10.38%,NR,NR,NR
80383,Idris Taqqee,St. Bonaventure,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
80383,Idris Taqqee,St. Bonaventure,2015,Guard,80.83%,39.10%,36.64%,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80383,Idris Taqqee,St. Bonaventure,2016,Guard,91.61%,35.19%,61.38%,54.29%,NR,NR,NR,NR,38.10%,NR,NR,NR
80383,Idris Taqqee,St. Bonaventure,2017,Guard,91.57%,26.52%,19.82%,36.20%,NR,NR,NR,NR,17.42%,NR,NR,NR
80385,Jaylen Adams,St. Bonaventure,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,61.20%,82.22%,19.74%,100.00%
80385,Jaylen Adams,St. Bonaventure,2015,Guard,36.21%,64.82%,48.56%,74.54%,NR,NR,NR,NR,94.21%,67.56%,82.96%,70.48%
80385,Jaylen Adams,St. Bonaventure,2016,Guard,26.28%,27.75%,50.67%,36.20%,NR,20.24%,67.24%,59.28%,97.28%,69.80%,66.55%,85.97%
80385,Jaylen Adams,St. Bonaventure,2017,Guard,32.47%,35.08%,26.05%,0.00%,NR,23.60%,7.62%,41.12%,92.65%,66.09%,66.46%,82.79%
80388,Jonathan Williams (2),VCU,2014,Guard,79.98%,25.56%,60.29%,36.20%,NR,NR,NR,NR,10.38%,NR,NR,NR
80388,Jonathan Williams (2),VCU,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
80388,Jonathan Williams (2),VCU,2016,Guard,90.91%,46.66%,53.01%,54.29%,NR,59.40%,68.23%,38.10%,0.00%,NR,NR,NR
80388,Jonathan Williams (2),VCU,2017,Guard,83.66%,29.08%,41.05%,36.20%,NR,57.69%,86.96%,62.11%,38.10%,NR,NR,NR
80412,Will Ferris,Eastern Washington,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
80413,Cody Benzel,Eastern Washington,2015,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,53.30%,87.87%,64.04%,18.14%
80413,Cody Benzel,Eastern Washington,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,55.29%,88.55%,77.18%,9.62%
