GMID,Name,School,Year,A1PerRimAtt,A1Per2PT,PercFTsShootF
42387,Jamal Ferguson,North Carolina Central,2015,0.000,0.000,NA
42388,Zach Auguste,Notre Dame,2012,0.089,0.061,77.78%
42388,Zach Auguste,Notre Dame,2013,0.081,0.056,109.80%
42388,Zach Auguste,Notre Dame,2014,0.096,0.065,99.17%
42388,Zach Auguste,Notre Dame,2015,0.103,0.080,91.67%
42389,Austin Burgett,Notre Dame,2012,0.000,0.000,50.00%
42389,Austin Burgett,Notre Dame,2013,0.385,0.200,72.73%
42389,Austin Burgett,Notre Dame,2014,0.154,0.133,100.00%
42389,Austin Burgett,Notre Dame,2015,0.200,0.143,83.33%
42390,Eric Katenda,Notre Dame,2013,NA,NA,NA
42390,Eric Katenda,Notre Dame,2014,0.000,0.000,114.29%
42390,Eric Katenda,North Texas,2015,0.000,0.000,5600.00%
42391,Chris Jones (4),Pittsburgh,2013,0.000,0.000,88.89%
42391,Chris Jones (4),Pittsburgh,2014,0.171,0.054,90.57%
42391,Chris Jones (4),Pittsburgh,2015,0.114,0.060,102.00%
42391,Chris Jones (4),Pittsburgh,2016,0.105,0.071,96.39%
42392,Mike Lecak,Pittsburgh,2013,NA,NA,NA
42392,Mike Lecak,Pittsburgh,2014,0.000,0.000,100.00%
42392,Mike Lecak,Pittsburgh,2015,0.000,0.000,NA
42393,Vincent Garrett,Rutgers,2012,NA,0.000,100.00%
42393,Vincent Garrett,Green Bay,2013,0.100,0.063,106.67%
42394,Logan Kelley,Rutgers,2012,#N/A,#N/A,#VALUE!
42395,Tom Maayan,Seton Hall,2012,0.167,0.125,128.57%
42395,Tom Maayan,Seton Hall,2013,0.071,0.071,33.33%
42396,Javontae Hawkins,South Florida,2012,0.000,0.000,152.94%
42396,Javontae Hawkins,South Florida,2013,0.000,0.000,433.33%
42396,Javontae Hawkins,Eastern Kentucky,2015,0.417,0.172,875.00%
42396,Javontae Hawkins,Fordham,2016,0.000,0.000,392.86%
42397,Zach LeDay,South Florida,2012,0.000,0.000,280.00%
42397,Zach LeDay,South Florida,2013,0.000,0.000,300.00%
42397,Zach LeDay,Virginia Tech,2015,0.084,0.060,95.40%
42397,Zach LeDay,Virginia Tech,2016,0.136,0.098,88.24%
42398,Patrick Farrell,Villanova,2012,NA,NA,100.00%
42398,Patrick Farrell,Villanova,2013,NA,NA,100.00%
42398,Patrick Farrell,Villanova,2014,NA,NA,NA
42398,Patrick Farrell,Villanova,2015,NA,NA,NA
42399,Henry Lowe,Villanova,2012,NA,NA,NA
42399,Henry Lowe,Villanova,2013,0.000,0.000,66.67%
42399,Henry Lowe,Villanova,2014,NA,0.000,NA
42399,Henry Lowe,Villanova,2015,NA,NA,100.00%
42400,Jaron Hopkins,Colorado,2013,0.058,0.038,100.00%
42400,Jaron Hopkins,Colorado,2014,0.014,0.010,82.00%
42400,Jaron Hopkins,Fresno State,2016,0.057,0.035,113.70%
42400,Jaron Hopkins,Fresno State,2017,0.135,0.068,107.41%
42403,Demarcus Holland,Texas,2012,0.125,0.053,82.76%
42403,Demarcus Holland,Texas,2013,0.024,0.013,94.12%
42403,Demarcus Holland,Texas,2014,0.034,0.020,93.88%
42403,Demarcus Holland,Texas,2015,0.132,0.104,94.59%
42404,Danny Newsome,Texas,2013,0.000,0.000,100.00%
42404,Danny Newsome,Texas,2014,0.000,0.000,NA
42404,Danny Newsome,Texas,2015,0.000,0.000,NA
42407,"Charles Hill, Jr.",Texas Christian,2012,0.333,0.071,200.00%
42407,"Charles Hill, Jr.",Texas Christian,2013,0.000,0.000,450.00%
42407,"Charles Hill, Jr.",Texas Christian,2014,0.000,0.000,87.50%
42408,Clyde Smith III,Texas Christian,2012,NA,0.500,900.00%
42408,Clyde Smith III,Texas Christian,2013,0.000,0.000,NA
42410,Taurean Prince,Baylor,2012,0.138,0.077,100.00%
42410,Taurean Prince,Baylor,2013,0.186,0.087,75.58%
42410,Taurean Prince,Baylor,2014,0.116,0.068,77.32%
42410,Taurean Prince,Baylor,2015,0.124,0.047,84.83%
42411,Kirby Gardner,Oklahoma State,2012,0.000,0.000,61.54%
42412,Ford Stuen,Oklahoma State,2012,NA,0.000,NA
42412,Ford Stuen,Oklahoma State,2013,0.000,0.000,NA
42412,Ford Stuen,Oklahoma State,2014,1.000,1.000,100.00%
42412,Ford Stuen,Oklahoma State,2015,NA,NA,NA
42413,C.J. Cole,Oklahoma,2013,0.000,0.000,200.00%
42413,C.J. Cole,Oklahoma,2014,1.000,0.200,100.00%
42413,C.J. Cole,Oklahoma,2015,0.250,0.250,100.00%
42413,C.J. Cole,Oklahoma,2016,0.000,0.000,100.00%
42414,Isaiah Cousins,Oklahoma,2012,0.050,0.017,73.33%
42414,Isaiah Cousins,Oklahoma,2013,0.125,0.034,82.93%
42414,Isaiah Cousins,Oklahoma,2014,0.077,0.027,95.08%
42414,Isaiah Cousins,Oklahoma,2015,0.070,0.021,87.36%
42415,Buddy Hield,Oklahoma,2012,0.043,0.022,88.89%
42415,Buddy Hield,Oklahoma,2013,0.048,0.030,96.88%
42415,Buddy Hield,Oklahoma,2014,0.075,0.046,96.33%
42415,Buddy Hield,Oklahoma,2015,0.077,0.053,79.17%
42416,Je'lon Hornbeak,Oklahoma,2012,0.211,0.080,125.00%
42416,Je'lon Hornbeak,Oklahoma,2013,0.074,0.040,89.80%
42416,Je'lon Hornbeak,Monmouth,2015,0.000,0.000,141.67%
42416,Je'lon Hornbeak,Monmouth,2016,0.129,0.063,138.89%
42418,D.J. Bennett,Oklahoma,2013,0.100,0.067,95.00%
42418,D.J. Bennett,Oklahoma,2014,0.038,0.024,61.90%
42419,D.J. Johnson,Kansas State,2012,0.080,0.045,100.00%
42419,D.J. Johnson,Kansas State,2013,0.061,0.035,95.35%
42419,D.J. Johnson,Kansas State,2015,0.086,0.054,74.14%
42419,D.J. Johnson,Kansas State,2016,0.166,0.116,82.17%
42420,Michael Orris,Kansas State,2012,0.000,0.000,100.00%
42420,Michael Orris,Northern Illinois,2014,0.000,0.000,333.33%
42420,Michael Orris,Northern Illinois,2015,0.000,0.000,NA
42420,Michael Orris,South Dakota State,2016,0.143,0.125,657.14%
42421,Ryan Schultz,Kansas State,2012,0.000,0.000,NA
42421,Ryan Schultz,Kansas State,2013,0.000,0.000,133.33%
42422,Rio Adams,Kansas,2012,0.000,0.000,66.67%
42423,Evan Manning,Kansas,2012,0.000,0.000,NA
42423,Evan Manning,Kansas,2013,0.000,0.000,100.00%
42423,Evan Manning,Kansas,2014,NA,0.000,NA
42423,Evan Manning,Kansas,2015,NA,NA,NA
42424,Zach Peters,Arizona,2013,NA,NA,NA
42425,Tyler Self,Kansas,2012,0.500,0.333,100.00%
42425,Tyler Self,Kansas,2014,0.000,0.000,NA
42425,Tyler Self,Kansas,2015,NA,0.000,0.00%
42425,Tyler Self,Kansas,2016,NA,0.000,NA
42426,Sherron Dorsey-Walker,Iowa State,2013,0.500,0.200,75.00%
42426,Sherron Dorsey-Walker,Iowa State,2014,0.000,0.000,100.00%
42426,Sherron Dorsey-Walker,Oakland,2015,0.065,0.040,126.98%
42426,Sherron Dorsey-Walker,Oakland,2016,0.182,0.138,500.00%
42427,Tyler Ellerman,Iowa State,2012,NA,0.000,NA
42427,Tyler Ellerman,Iowa State,2013,1.000,0.167,75.00%
42428,Cameron Fowler,Niagara,2013,0.000,0.000,NA
42428,Cameron Fowler,Niagara,2014,0.333,0.200,220.00%
42428,Cameron Fowler,Niagara,2015,0.000,0.000,800.00%
42429,Georges Niang,Iowa State,2012,0.082,0.038,93.55%
42429,Georges Niang,Iowa State,2013,0.127,0.053,88.76%
42429,Georges Niang,Iowa State,2014,0.054,0.018,83.90%
42429,Georges Niang,Iowa State,2015,0.116,0.048,85.09%
42430,Kerwin Okoro,Iowa State,2012,0.333,0.250,100.00%
42430,Kerwin Okoro,Rutgers,2013,0.333,0.125,100.00%
42430,Kerwin Okoro,Rutgers,2014,0.000,0.000,NA
42430,Kerwin Okoro,Norfolk State,2016,0.000,0.000,NA
42479,Brett Boese,Washington State,2012,0.000,0.000,0.00%
42479,Brett Boese,Washington State,2013,NA,0.000,NA
42479,Brett Boese,Washington State,2014,NA,0.000,NA
42479,Brett Boese,Washington State,2015,0.000,0.000,225.00%
42480,Keaton Hayenga,Washington State,2012,0.000,0.000,100.00%
42481,James Hunter,Washington State,2012,0.000,0.000,50.00%
42481,James Hunter,Washington State,2013,1.000,0.333,166.67%
42481,James Hunter,South Dakota,2014,0.083,0.043,388.89%
42482,Que Johnson,Washington State,2013,0.000,0.000,231.58%
42482,Que Johnson,Washington State,2014,0.143,0.056,1033.33%
42482,Que Johnson,Washington State,2015,0.318,0.092,165.00%
42482,Que Johnson,Western Kentucky,2016,0.000,0.000,1340.00%
42483,Bryce Leavitt,Washington State,2012,0.000,0.000,60.00%
42484,Quinn Sterling,Washington,2012,NA,NA,NA
42484,Quinn Sterling,Washington,2013,NA,NA,100.00%
42485,Renan Lenz,Utah,2012,0.000,0.000,550.00%
42485,Renan Lenz,Utah,2013,0.079,0.032,58.97%
42486,Ryan Osterloh,Utah,2012,NA,0.000,NA
42487,Justin Seymour,Utah,2012,0.500,0.200,242.86%
42487,Justin Seymour,Murray State,2014,0.059,0.015,104.44%
42487,Justin Seymour,Murray State,2015,0.000,0.000,566.67%
42487,Justin Seymour,Georgia State,2016,0.143,0.050,260.00%
42488,Brandon Taylor (2),Utah,2012,0.250,0.056,117.24%
42488,Brandon Taylor (2),Utah,2013,0.048,0.021,88.00%
42488,Brandon Taylor (2),Utah,2014,0.038,0.014,80.77%
42488,Brandon Taylor (2),Utah,2015,0.053,0.027,89.29%
42489,Dakarai Tucker,Utah,2012,0.182,0.143,100.00%
42489,Dakarai Tucker,Utah,2013,0.037,0.018,100.00%
42489,Dakarai Tucker,Utah,2014,0.030,0.021,105.13%
42489,Dakarai Tucker,Utah,2015,0.048,0.037,76.92%
42490,Chass Bryan,USC,2012,0.000,0.000,240.00%
42490,Chass Bryan,USC,2013,0.250,0.167,287.50%
42490,Chass Bryan,USC,2014,0.000,0.000,NA
42491,Strahinja Gavrilovic,USC,2012,0.000,0.000,0.00%
42491,Strahinja Gavrilovic,USC,2013,0.143,0.077,240.00%
42491,Strahinja Gavrilovic,USC,2014,0.167,0.097,247.37%
42491,Strahinja Gavrilovic,USC,2015,0.000,0.000,100.00%
42492,Brendyn Taylor,USC,2012,NA,0.000,NA
42492,Brendyn Taylor,USC,2013,0.500,0.333,100.00%
42492,Brendyn Taylor,Santa Clara,2015,0.000,0.000,300.00%
42493,Christian Sanders,Stanford,2012,0.143,0.065,81.48%
42493,Christian Sanders,Stanford,2014,0.250,0.071,83.33%
42493,Christian Sanders,Stanford,2015,0.083,0.040,437.50%
42493,Christian Sanders,Stanford,2016,0.000,0.000,117.65%
42494,Olaf Schaftenaar,Oregon State,2012,0.000,0.000,100.00%
42494,Olaf Schaftenaar,Oregon State,2013,NA,NA,NA
42494,Olaf Schaftenaar,Oregon State,2014,0.143,0.071,680.00%
42494,Olaf Schaftenaar,Oregon State,2015,0.059,0.021,84.21%
42495,Victor Robbins,Oregon State,2012,0.000,0.000,93.75%
42495,Victor Robbins,Oregon State,2013,0.000,0.000,NA
42495,Victor Robbins,Oregon State,2014,0.000,0.000,281.25%
42496,Langston Morris-Walker,Oregon State,2012,0.125,0.071,86.67%
42496,Langston Morris-Walker,Oregon State,2013,0.250,0.111,130.77%
42496,Langston Morris-Walker,Oregon State,2014,0.053,0.031,393.33%
42496,Langston Morris-Walker,Oregon State,2015,0.100,0.074,86.54%
42497,Fred Richardson III,Oregon,2012,0.167,0.111,100.00%
42497,Fred Richardson III,Colorado State,2014,0.000,0.000,100.00%
42497,Fred Richardson III,Colorado State,2015,0.000,0.000,1100.00%
42498,Willie Moore,Oregon,2012,0.111,0.074,86.96%
42498,Willie Moore,Miami (OH),2013,0.000,0.000,NA
42498,Willie Moore,Miami (OH),2014,0.000,0.000,633.33%
42498,Willie Moore,Miami (OH),2015,0.000,0.000,950.00%
42500,Coleton Baker,Oregon,2012,0.000,0.000,100.00%
42501,Arik Armstead,Oregon,2013,#N/A,#N/A,#VALUE!
42502,Wesley Gordon,Colorado,2013,0.038,0.025,93.44%
42502,Wesley Gordon,Colorado,2014,0.091,0.055,88.57%
42502,Wesley Gordon,Colorado,2015,0.064,0.032,89.22%
42502,Wesley Gordon,Colorado,2016,0.119,0.067,93.94%
42503,Kevin Nelson,Colorado,2013,NA,NA,NA
42505,Josh Scott,Colorado,2012,0.075,0.032,91.25%
42505,Josh Scott,Colorado,2013,0.085,0.052,91.46%
42505,Josh Scott,Colorado,2014,0.057,0.037,100.00%
42505,Josh Scott,Colorado,2015,0.129,0.079,83.15%
42506,Eli Stalzer,Colorado,2012,0.500,0.200,100.00%
42506,Eli Stalzer,Colorado,2013,0.000,0.000,72.22%
42506,Eli Stalzer,Colorado,2014,0.250,0.143,100.00%
42506,Eli Stalzer,Colorado,2015,NA,NA,NA
42507,Xavier Talton,Colorado,2012,0.000,0.000,25.00%
42507,Xavier Talton,Colorado,2013,0.000,0.000,116.67%
42507,Xavier Talton,Colorado,2014,0.083,0.020,194.12%
42507,Xavier Talton,Colorado,2015,0.000,0.000,67.50%
42508,Eric Jacobsen,Arizona State,2012,0.154,0.108,71.43%
42508,Eric Jacobsen,Arizona State,2013,0.031,0.020,60.98%
42508,Eric Jacobsen,Arizona State,2014,0.119,0.087,95.65%
42508,Eric Jacobsen,Arizona State,2015,0.175,0.116,86.81%
42509,Jarett Upchurch,Arizona State,2012,NA,NA,NA
42509,Jarett Upchurch,Arizona State,2013,0.000,0.000,NA
42510,Kenny Martin,Arizona State,2012,0.000,0.000,NA
42511,Jacob Hazzard,Arizona,2012,NA,0.000,NA
42511,Jacob Hazzard,Arizona,2013,0.000,0.000,NA
42511,Jacob Hazzard,Arizona,2014,NA,0.000,NA
42511,Jacob Hazzard,Arizona,2015,NA,0.000,100.00%
42512,Matt Korcheck,Arizona,2013,0.000,0.000,83.33%
42512,Matt Korcheck,Arizona,2014,0.000,0.000,100.00%
42523,Marshall Guilmette,East Carolina,2012,0.333,0.083,471.43%
42523,Marshall Guilmette,East Carolina,2013,0.000,0.000,NA
42523,Marshall Guilmette,East Carolina,2014,0.125,0.056,442.86%
42524,Prince Williams,East Carolina,2012,0.000,0.000,NA
42524,Prince Williams,East Carolina,2013,0.056,0.029,875.00%
42524,Prince Williams,East Carolina,2014,0.000,0.000,200.00%
42524,Prince Williams,East Carolina,2015,0.080,0.036,285.71%
42525,Michael Zangari,East Carolina,2012,0.000,0.000,300.00%
42525,Michael Zangari,East Carolina,2013,0.231,0.120,722.22%
42525,Michael Zangari,East Carolina,2014,0.250,0.071,1700.00%
42525,Michael Zangari,East Carolina,2015,0.300,0.115,258.82%
42526,Brandon Morris,Houston,2012,NA,0.000,NA
42526,Brandon Morris,Houston,2013,0.091,0.063,600.00%
42527,Tione Womack,Houston,2012,NA,0.500,550.00%
42527,Tione Womack,Houston,2013,0.000,0.000,NA
42528,Kareem Canty,Marshall,2013,0.100,0.037,1122.22%
42528,Kareem Canty,Auburn,2015,0.091,0.063,393.75%
42529,Austin Loop,Marshall,2013,NA,NA,NA
42529,Austin Loop,Marshall,2014,0.000,0.000,420.00%
42529,Austin Loop,Marshall,2015,0.000,0.000,NA
42529,Austin Loop,Marshall,2016,0.000,0.000,400.00%
42530,Tamron Manning,Marshall,2012,0.000,0.000,1700.00%
42530,Tamron Manning,Marshall,2013,0.000,0.000,NA
42530,Tamron Manning,Marshall,2014,0.000,0.000,400.00%
42531,Elijah Pittman,Marshall,2012,0.095,0.056,462.86%
42531,Elijah Pittman,Marshall,2013,0.200,0.125,866.67%
42532,D.D. Scarver,Marshall,2012,0.250,0.115,530.77%
42532,D.D. Scarver,Texas Southern,2013,NA,NA,NA
42536,Anthony Cole,Memphis,2012,0.000,0.000,NA
42536,Anthony Cole,Memphis,2013,0.000,0.000,200.00%
42537,Max Guercy,Rice,2012,0.000,0.000,737.50%
42537,Max Guercy,Rice,2013,0.000,0.000,2075.00%
42537,Max Guercy,Rice,2014,0.000,0.000,3500.00%
42537,Max Guercy,Rice,2015,0.000,0.000,558.33%
42538,Nizar Kapic,Rice,2012,#N/A,#N/A,#VALUE!
42538,Nizar Kapic,Rice,2013,0.000,0.000,NA
42539,Austin Ramljak,Rice,2012,0.000,0.000,525.00%
42539,Austin Ramljak,Rice,2013,NA,0.000,1633.33%
42540,Keith Washington,Rice,2012,0.000,0.000,733.33%
42540,Keith Washington,Rice,2013,0.000,0.000,1050.00%
42541,Brian Bernardi,Southern Methodist,2012,NA,NA,NA
42541,Brian Bernardi,Hofstra,2014,NA,NA,NA
42541,Brian Bernardi,Hofstra,2015,0.034,0.022,113.64%
42541,Brian Bernardi,Hofstra,2016,0.000,0.000,490.91%
42542,Jordan Dickerson,Southern Methodist,2012,NA,NA,NA
42542,Jordan Dickerson,Penn State,2013,0.071,0.059,42.86%
42542,Jordan Dickerson,Penn State,2014,0.068,0.052,91.67%
42542,Jordan Dickerson,Penn State,2015,0.000,0.000,230.77%
42543,Blaise Mbargorba,Boston University,2014,0.000,0.000,240.00%
42543,Blaise Mbargorba,Boston University,2015,NA,0.000,900.00%
42543,Blaise Mbargorba,Boston University,2016,0.250,0.250,100.00%
42544,Uche Ofoegbu,Southern Methodist,2012,NA,NA,NA
42544,Uche Ofoegbu,San Francisco,2014,0.500,0.500,1100.00%
42544,Uche Ofoegbu,San Francisco,2015,0.000,0.000,575.00%
42544,Uche Ofoegbu,UNLV,2016,0.000,0.000,333.33%
42545,Garrett Wilson,Southern Methodist,2012,#N/A,#N/A,#VALUE!
42546,Daveon Boardingham,Southern Mississippi,2012,0.122,0.053,131.43%
42546,Daveon Boardingham,Southern Mississippi,2013,0.106,0.046,94.96%
42547,Jerrold Brooks,Southern Mississippi,2012,0.114,0.047,150.00%
42547,Jerrold Brooks,Southern Mississippi,2013,0.125,0.059,118.75%
42548,Norville Carey,Southern Mississippi,2012,0.095,0.030,137.14%
42548,Norville Carey,Southern Mississippi,2013,0.143,0.069,76.19%
42548,Norville Carey,Southern Mississippi,2014,0.160,0.114,700.00%
42548,Norville Carey,Rider,2016,0.000,0.000,2000.00%
42549,Jamie Chapman,Southern Mississippi,2012,NA,0.000,100.00%
42549,Jamie Chapman,Southern Mississippi,2013,NA,0.000,120.00%
42549,Jamie Chapman,Southern Mississippi,2014,0.000,0.000,160.00%
42550,Michael Craig,Southern Mississippi,2012,0.032,0.010,104.88%
42550,Michael Craig,Southern Mississippi,2013,0.159,0.074,113.33%
42551,Dwayne Davis,Southern Mississippi,2012,0.095,0.031,138.33%
42552,Deon Edwin,Southern Mississippi,2012,0.000,0.000,150.00%
42552,Deon Edwin,Kent State,2015,0.000,0.000,1600.00%
42552,Deon Edwin,Kent State,2016,0.200,0.143,666.67%
42554,Kajon Mack,Tulane,2012,0.000,0.000,NA
42554,Kajon Mack,Tulane,2014,0.125,0.083,250.00%
42554,Kajon Mack,Tulane,2015,0.000,0.000,66.67%
42554,Kajon Mack,Tennessee Tech,2016,0.143,0.091,771.43%
42554,Kajon Mack,Tennessee Tech,2017,0.000,0.000,1237.50%
42555,Marc-Eddy Norelia,Tulane,2012,#N/A,#N/A,#VALUE!
42555,Marc-Eddy Norelia,Florida Gulf Coast,2014,0.053,0.034,368.75%
42555,Marc-Eddy Norelia,Florida Gulf Coast,2015,0.000,0.000,13400.00%
42555,Marc-Eddy Norelia,Florida Gulf Coast,2016,0.200,0.125,860.00%
42556,RaAnthony Sanders,Tulane,2012,#N/A,#N/A,#VALUE!
42557,Shaquille Harrison,Tulsa,2012,0.000,0.000,505.88%
42557,Shaquille Harrison,Tulsa,2013,0.093,0.063,122.00%
42557,Shaquille Harrison,Tulsa,2014,0.067,0.053,104.92%
42557,Shaquille Harrison,Tulsa,2015,0.056,0.042,84.56%
42558,Zeldric King,Tulsa,2012,0.000,0.000,1000.00%
42559,Rashad Ray,Tulsa,2012,0.000,0.000,766.67%
42559,Rashad Ray,Tulsa,2013,0.098,0.061,132.73%
42559,Rashad Ray,Tulsa,2014,0.030,0.014,132.65%
42559,Rashad Ray,Tulsa,2015,0.000,0.000,66.67%
42560,Nick Wood,Tulsa,2012,NA,NA,NA
42560,Nick Wood,Tulsa,2013,0.000,0.000,100.00%
42560,Nick Wood,Tulsa,2014,NA,0.000,NA
42560,Nick Wood,Tulsa,2015,0.000,0.000,NA
42561,James Woodard,Tulsa,2012,0.625,0.263,936.36%
42561,James Woodard,Tulsa,2013,0.119,0.052,126.83%
42561,James Woodard,Tulsa,2014,0.122,0.045,98.95%
42561,James Woodard,Tulsa,2015,0.064,0.028,95.19%
42562,D'Andre Wright,Tulsa,2012,0.000,0.000,1133.33%
42562,D'Andre Wright,Tulsa,2013,0.043,0.017,128.21%
42562,D'Andre Wright,Tulsa,2014,0.108,0.047,120.00%
42562,D'Andre Wright,Tulsa,2015,0.107,0.067,97.44%
42563,Rod Rucker,UAB,2012,0.333,0.054,265.71%
42563,Rod Rucker,UAB,2013,0.176,0.059,348.00%
42564,Staphon Blair,UCF,2012,0.000,0.000,266.67%
42564,Staphon Blair,UCF,2013,0.045,0.036,390.00%
42564,Staphon Blair,UCF,2014,0.000,0.000,581.82%
42564,Staphon Blair,UCF,2015,0.000,0.000,1600.00%
42565,Tyler Coons,UCF,2012,#N/A,#N/A,#VALUE!
42566,Dylan Karell,UCF,2012,NA,NA,NA
42566,Dylan Karell,UCF,2013,0.000,0.000,NA
42566,Dylan Karell,UCF,2014,0.000,0.000,400.00%
42567,Daiquan Walker,UCF,2012,NA,0.000,200.00%
42567,Daiquan Walker,UCF,2013,0.200,0.071,380.00%
42567,Daiquan Walker,UCF,2014,0.130,0.079,277.78%
42567,Daiquan Walker,UCF,2015,0.111,0.056,441.67%
42568,Matt Williams,UCF,2012,NA,0.000,NA
42568,Matt Williams,UCF,2013,NA,0.000,NA
42568,Matt Williams,UCF,2014,NA,NA,NA
42568,Matt Williams,UCF,2015,0.600,0.176,255.56%
42568,Matt Williams,UCF,2016,0.143,0.024,110.71%
42569,Twymond Howard,UTEP,2012,0.000,0.000,200.00%
42569,Twymond Howard,Tennessee-Martin,2014,0.077,0.028,593.33%
42569,Twymond Howard,Tennessee-Martin,2015,0.000,0.000,2066.67%
42570,McKenzie Moore,UTEP,2012,0.000,0.000,283.33%
42570,McKenzie Moore,UTEP,2013,0.000,0.000,257.89%
42571,Chris Washburn,UTEP,2012,0.091,0.050,315.00%
42571,Chris Washburn,Texas Christian,2014,0.120,0.063,82.95%
42571,Chris Washburn,Texas Christian,2015,0.154,0.063,175.76%
42571,Chris Washburn,Texas Christian,2016,0.000,0.000,70.37%
42579,Mason Alwan,Bradley,2012,NA,NA,NA
42579,Mason Alwan,Bradley,2013,0.500,0.500,500.00%
42580,Ka'Darryl Bell,Bradley,2012,0.000,0.000,700.00%
42580,Ka'Darryl Bell,Bradley,2013,0.000,0.000,1100.00%
42580,Ka'Darryl Bell,Bradley,2014,0.000,0.000,294.44%
42580,Ka'Darryl Bell,Bradley,2015,0.000,0.000,1400.00%
42581,Jimmy Gavin,Bradley,2012,0.000,0.000,NA
42581,Jimmy Gavin,Winthrop,2015,0.143,0.083,537.50%
42582,Darrion Harris,Bradley,2012,NA,NA,NA
42582,Darrion Harris,Bradley,2013,NA,NA,NA
42583,Tyshon Pickett,Bradley,2012,0.037,0.018,730.77%
42583,Tyshon Pickett,Bradley,2013,0.067,0.022,1340.00%
42584,Andre Yates,Creighton,2012,0.000,0.000,130.77%
42584,Andre Yates,Cleveland State,2014,0.111,0.069,100.00%
42584,Andre Yates,Cleveland State,2015,0.000,0.000,880.00%
42585,Isaiah Zierden,Creighton,2013,0.200,0.091,84.62%
42585,Isaiah Zierden,Creighton,2014,0.091,0.038,102.78%
42585,Isaiah Zierden,Creighton,2015,0.083,0.043,71.19%
42585,Isaiah Zierden,Creighton,2016,0.167,0.091,73.68%
42586,Kori Babineaux,Drake,2012,0.000,0.000,500.00%
42586,Kori Babineaux,Jacksonville,2014,0.000,0.000,2850.00%
42586,Kori Babineaux,Jacksonville,2015,0.091,0.024,1083.33%
42587,Richard Carter,Drake,2012,0.167,0.088,188.89%
42587,Richard Carter,Drake,2013,0.053,0.045,1500.00%
42589,Joey King,Drake,2012,0.000,0.000,350.00%
42589,Joey King,Minnesota,2013,0.075,0.036,104.44%
42589,Joey King,Minnesota,2014,0.071,0.031,90.00%
42589,Joey King,Minnesota,2015,0.333,0.048,347.06%
42590,Micah Mason,Drake,2012,0.000,0.000,260.00%
42590,Micah Mason,Duquesne,2013,0.250,0.125,237.50%
42590,Micah Mason,Duquesne,2014,0.000,0.000,NA
42590,Micah Mason,Duquesne,2015,0.000,0.000,380.00%
42591,Robert Puleikis,Drake,2012,#N/A,#N/A,#VALUE!
42591,Robert Puleikis,Drake,2013,NA,NA,NA
42592,Gary Ricks Mondragon,Drake,2012,0.000,0.000,100.00%
42592,Gary Ricks Mondragon,Drake,2013,0.000,0.000,700.00%
42592,Gary Ricks Mondragon,Drake,2014,0.000,0.000,725.00%
42593,Daddy Ugbede,Drake,2012,0.000,0.000,280.00%
42593,Daddy Ugbede,Drake,2013,0.091,0.071,270.00%
42594,D.J. Balentine,Evansville,2012,0.000,0.000,116.67%
42594,D.J. Balentine,Evansville,2013,0.067,0.019,492.31%
42594,D.J. Balentine,Evansville,2014,0.000,0.000,604.17%
42594,D.J. Balentine,Evansville,2015,0.131,0.043,119.27%
42595,David Howard,Evansville,2013,0.000,0.000,300.00%
42595,David Howard,Evansville,2014,0.000,0.000,1800.00%
42595,David Howard,Evansville,2015,0.063,0.043,80.77%
42595,David Howard,Evansville,2016,0.063,0.038,900.00%
42596,Adam Wing,Evansville,2012,0.000,0.000,80.00%
42596,Adam Wing,Evansville,2013,0.000,0.000,NA
42596,Adam Wing,Evansville,2014,0.000,0.000,1350.00%
42596,Adam Wing,Evansville,2015,0.026,0.013,121.62%
42597,Kaza Keane,Illinois State,2012,0.069,0.037,72.73%
42597,Kaza Keane,Illinois State,2013,0.000,0.000,333.33%
42597,Kaza Keane,Cleveland State,2014,0.020,0.015,143.48%
42598,T.J. Bell,Indiana State,2013,0.000,0.000,NA
